Status	MARCField	MARCFieldLabel	MARCInd1Label	MARCInd1Value	MARCInd1ValueLabel	MARCInd2Label	MARCInd2Value	MARCInd2ValueLabel	CharacterPosition	CharacterPositionLabel	MARCSubfield	MARCSubfieldLabel	CodeValue	CodeValueLabel	MARCTagCondition1	Condition1Values	MARCTagCondition2	Condition2Values	RDA Registry URI	RDA Registry Label	Recording Method	Justification for Mapping	Transformation Notes	Problems with Mapping	Notes (Uncategorized)	Milestone	Column1
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30104	has video format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30122	has emulsion on microfilm and microfiche							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30138	has special playback characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30163	has presentation format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30164	has groove characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30184	has configuration of playback channels							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30185	has tape configuration							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30196	has polarity							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30201	has playing speed							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30206	has recording medium							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30208	has base material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30263	has reduction ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30304	has material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30307	has groove pitch							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			i	Sound-track film	007 00	s			http://rdaregistry.info/Elements/m/P30308	has groove width							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/e/P20061	has form of tactile notation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/e/P20290	has aspect ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30084	has applied material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30104	has video format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30122	has emulsion on microfilm and microfiche							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30138	has special playback characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30163	has presentation format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30164	has groove characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30184	has configuration of playback channels							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30185	has tape configuration							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30196	has polarity							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30201	has playing speed							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30206	has recording medium							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30208	has base material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30263	has reduction ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30304	has material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30307	has groove pitch							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Map	007 00	a			http://rdaregistry.info/Elements/m/P30308	has groove width							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/e/P20061	has form of tactile notation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/e/P20290	has aspect ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30084	has applied material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30104	has video format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30122	has emulsion on microfilm and microfiche							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30138	has special playback characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30163	has presentation format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30164	has groove characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30184	has configuration of playback channels							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30185	has tape configuration							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30196	has polarity							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30201	has playing speed							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30206	has recording medium							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30208	has base material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30263	has reduction ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30304	has material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30307	has groove pitch							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Magnetic disk	007 00	c			http://rdaregistry.info/Elements/m/P30308	has groove width							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/e/P20061	has form of tactile notation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/e/P20290	has aspect ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30084	has applied material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30104	has video format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30122	has emulsion on microfilm and microfiche							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30138	has special playback characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30163	has presentation format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30164	has groove characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30184	has configuration of playback channels							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30185	has tape configuration							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30196	has polarity							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30201	has playing speed							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30206	has recording medium							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30208	has base material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30263	has reduction ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30304	has material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30307	has groove pitch							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Mircrofilm roll	007 00	h			http://rdaregistry.info/Elements/m/P30308	has groove width							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/e/P20061	has form of tactile notation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/e/P20290	has aspect ratio designation							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30084	has applied material							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30104	has video format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30122	has emulsion on microfilm and microfiche							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30138	has special playback characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30163	has presentation format							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30164	has groove characteristic							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30184	has configuration of playback channels							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30185	has tape configuration							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30196	has polarity							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30201	has playing speed							
	7	PHYSICAL DESCRIPTION FIXED FIELD--GENERAL INFORMATION (R)							1	Specific material designation			j	Print	007 00	k			http://rdaregistry.info/Elements/m/P30206	has recording medium							
